Unnamed: 0,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
314.0,Asus,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,2.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.1,14652.0
315.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.33,44968.32
316.0,Hp,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16.0,1TB SSD,Intel UHD Graphics 620,Windows 10,1.29,130482.72
317.0,Lenovo,Notebook,13.3,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4.0,16GB Flash Storage,Intel HD Graphics 510,Chrome OS,1.45,24503.472
318.0,Hp,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.95,52214.4
319.0,Acer,Notebook,11.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4.0,128GB Flash Storage,Intel HD Graphics 405,Windows 10,1.4,25840.8
320.0,Hp,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,68837.76
321.0,Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,4.0,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.79,31381.92
322.0,Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,58288.32
323.0,Hp,Notebook,15.6,IPS Panel Full HD 1366x768,Intel Core i7 8550U 1.8GHz,8.0,1TB HDD,Intel UHD Graphics 620,Windows 10,2.1,48058.56
324.0,Acer,Notebook,15.6,1366x768,AMD A12-Series 9720P 2.7GHz,8.0,256GB SSD,AMD Radeon RX 540,Windows 10,2.2,35111.52
325.0,Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.44,15557.76
326.0,Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,6.0,1TB HDD,Intel HD Graphics 620,Windows 10,8.23,29250.72
327.0,Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.7,55938.672
328.0,Hp,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.26,71128.8
329.0,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,32.0,1TB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,140605.92
330.0,Msi,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,63882.72
331.0,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,50243.04
332.0,Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10,2.0,71075.52
333.0,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,1TB HDD,Intel HD Graphics 520,Windows 10,1.85,23922.72
334.0,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,53226.72
335.0,Hp,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,67559.04
,,,,,,,,,,,
337.0,Hp,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,60952.32
338.0,Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,1TB HDD,Intel HD Graphics 500,Linux,2.0,14651.4672
339.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.0,60885.72
340.0,Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,500GB HDD,Intel HD Graphics,Linux,2.2,14646.672
341.0,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12.0,2TB HDD,AMD Radeon 530,Windows 10,2.2,47898.72
342.0,Hp,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8.0,1TB HDD,Nvidia GeForce 930MX ,Windows 10,2.1,38148.48
343.0,Lenovo,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16.0,512GB SSD,Intel UHD Graphics 620,Windows 10,1.4,111834.72
344.0,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2,84129.12
345.0,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,60153.12
346.0,Hp,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2.0,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.44,14865.12
347.0,Dell,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,16.0,512GB SSD +  256GB SSD,Intel UHD Graphics 620,Windows 10,1.88,85672.1088
348.0,Asus,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,19980.0
349.0,Dell,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,1TB HDD,AMD Radeon 530,Windows 10,0.0002,35324.64
,,,,,,,,,,,
351.0,Hp,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,69477.12
352.0,Msi,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,75071.52
353.0,Hp,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,256GB SSD,Nvidia Quadro M1200,Windows 10,2.6,92615.0256
354.0,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16.0,512GB SSD,Nvidia GeForce 930M,Windows 10,2.4,74751.84
355.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,128GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.02,51729.552
356.0,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,1TB HDD,Intel HD Graphics 500,No OS,2.2,17155.6272
357.0,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.65,53226.72
358.0,Dell,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8.0,2TB HDD,Intel HD Graphics 620,Windows 10,2.36,29696.6736
359.0,Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,76030.56
360.0,Hp,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,1.86,23389.92
361.0,Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,50349.6
362.0,Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.8,38308.32
363.0,Hp,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,1.86,34045.92
364.0,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8.0,256GB SSD,Nvidia GeForce 920MX ,No OS,2.2,26586.72
365.0,Hp,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8.0,2TB HDD,Intel HD Graphics 405,Windows 10,2.04,20725.92
366.0,Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8,57808.8
367.0,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,No OS,2.4,43103.52
368.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,AMD Radeon R7 M445,Windows 10,2.33,47898.72
369.0,Hp,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,93240.0
370.0,Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12.0,512GB SSD +  2TB HDD,Nvidia GeForce GT 940MX,Windows 10,2.26,58554.72
371.0,Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4.0,128GB SSD,AMD Radeon R5,Windows 10,2.1,22697.28
372.0,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16.0,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.25,117162.72
373.0,Lenovo,Notebook,17.3,1600x900,AMD A8-Series 7410 2.2GHz,4.0,128GB SSD,AMD Radeon R5,Windows 10,2.6,26053.92
374.0,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.62,46300.8528
375.0,Hp,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4.0,256GB SSD,AMD Radeon R5,Windows 10,1.91,26053.3872
376.0,Lenovo,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4.0,128GB SSD,Intel HD Graphics 500,Windows 10,1.59,29463.84
377.0,Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.60GHz,4.0,500GB HDD,Intel HD Graphics 400,Windows 10,1.8,16463.52
378.0,Asus,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,15238.08
379.0,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4,45074.88
380.0,Hp,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.35,63456.48
381.0,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,128GB SSD,Intel HD Graphics 520,No OS,1.85,21498.48
382.0,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.3,88178.4
383.0,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.5,58554.72
384.0,Asus,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.1,93181.392
385.0,Lenovo,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.13,121584.96
386.0,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.5,29250.72
387.0,Dell,Workstation,15.6,Full HD 1920x1080,Intel Core i5 6440HQ 2.6GHz,8.0,500GB HDD,AMD FirePro W5130M,Windows 10,2.23,72940.32
388.0,Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8.0,256GB SSD,Nvidia Quadro M1200,Windows 10,2.0,113752.8
389.0,Lenovo,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.42,133679.52
390.0,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.0,55357.92
391.0,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,3.0,84768.48
392.0,Acer,Notebook,15.6,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12.0,1TB HDD,Nvidia GeForce MX130,Windows 10,2.2,36975.7872
393.0,Msi,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,71874.72
394.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,AMD Radeon R7 M445,Linux,2.33,41498.1936
395.0,Hp,Ultrabook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4.0,256GB SSD,AMD Radeon 520,Windows 10,1.91,26586.72
396.0,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,AMD Radeon RX 550,Windows 10,2.1,65510.9568
397.0,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.9,49976.64
398.0,Dell,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,8.0,256GB SSD,Nvidia Quadro M1200,Windows 10,1.78,144495.36
399.0,Lenovo,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,16.0,1TB SSD,Intel HD Graphics 620,Windows 10,1.13,139860.0
400.0,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,1TB HDD,Intel HD Graphics 500,Windows 10,2.2,16303.68
401.0,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.9,81465.12
402.0,Lenovo,Notebook,25.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD +  1TB HDD,AMD Radeon RX 550,Windows 10,2.1,60978.96
403.0,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,256GB SSD,Nvidia GeForce GTX 1050,Linux,2.5,46833.12
404.0,Msi,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.8,119826.72
405.0,Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.1,99793.44
406.0,Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.2,93080.16
407.0,Dell,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8.0,512GB SSD,Intel HD Graphics,Windows 10,1.36,89510.4
408.0,Lenovo,Notebook,35.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.2,21791.52
409.0,Lenovo,Notebook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.15,16221.096
410.0,Lenovo,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,512GB SSD,Nvidia Quadro M1200,Windows 10,2.67,102564.0
411.0,Lenovo,Ultrabook,14.0,IPS Panel Full HD 2560x1440,Intel Core i7 7700HQ 2.8GHz,8.0,512GB SSD,Nvidia GeForce GT 940MX,Windows 10,1.7,103523.04
412.0,Hp,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,1TB HDD,AMD Radeon 520,Windows 10,2.1,24988.32
413.0,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.6,42038.4528
414.0,Asus,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.27,49443.84
415.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,256GB SSD,AMD Radeon R5 M430,Linux,2.3,31909.392
416.0,Dell,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.65,36709.92
417.0,Hp,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.43,79920.0
418.0,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.14,28768.536
419.0,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,AMD Radeon RX 550,Windows 10,1.75,64755.4464
420.0,Lenovo,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16.0,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.0,101178.72
421.0,Chuwi,Notebook,12.3,IPS Panel Retina Display 2736x1824,Intel Celeron Quad Core N3450 1.1GHz,6.0,64GB Flash Storage,Intel HD Graphics 500,Windows 10,1.4,23922.72
422.0,Hp,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8.0,256GB SSD,Intel HD Graphics 630,Windows 10,2.31,76030.56
423.0,Asus,Notebook,35.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8.0,1TB HDD,Nvidia GeForce 940MX,Linux,2.3,31808.16
424.0,Dell,Gaming,27.3,IPS Panel 2560x1440,Intel Core i7 7820HK 2.9GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,149130.72
425.0,Dell,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,61751.52
426.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.02,60867.072
427.0,Dell,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8.0,256GB SSD,Intel HD Graphics 620,Linux,1.6,58554.72
428.0,Hp,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.35,106506.72
429.0,Mediacom,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4.0,32GB SSD,Intel HD Graphics 500,Windows 10,1.16,15930.72
430.0,Samsung,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.15,14332.32
431.0,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.4,53812.8
432.0,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.7,31914.72
433.0,Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16.0,512GB SSD,Nvidia GeForce 940MX,Windows 10,2.3,130269.6
434.0,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,16.0,512GB SSD,Nvidia Quadro M2200M,Windows 10,2.5,130482.72
435.0,Asus,Gaming,17.3,Full HD 1920x1080,AMD Ryzen 1600 3.2GHz,8.0,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.2,90309.6
436.0,Hp,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,500GB HDD,Intel HD Graphics 400,Windows 10,2.1,18488.16
437.0,Google,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i7 7Y75 1.3GHz,16.0,512GB SSD,Intel HD Graphics 615,Chrome OS,1.1,117162.72
438.0,Lenovo,Ultrabook,24.0,2560x1440,Intel Core i7 7500U 2.7GHz,24.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.32,126912.96
439.0,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,256GB SSD,Intel HD Graphics 620,Linux,2.0,29783.52
440.0,Lenovo,Notebook,17.3,1600x900,AMD A6-Series 9220 2.5GHz,8.0,1TB HDD,AMD Radeon R4,Windows 10,2.8,27652.32
441.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4.0,256GB SSD,AMD Radeon 530,Windows 10,2.2,39906.72
442.0,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,76137.12
443.0,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4.0,128GB SSD,Intel HD Graphics 505,Windows 10,2.2,18594.72
444.0,Hp,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,58554.72
445.0,Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64,62817.12
446.0,Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4.0,500GB HDD,Intel HD Graphics 620,Linux,2.4,23539.104
447.0,Dell,Workstation,15.6,Full HD 1920x1080,Intel Xeon E3-1505M V6 3GHz,8.0,64GB Flash Storage +  1TB HDD,Nvidia Quadro M620,Windows 10,2.23,106187.04
448.0,Msi,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.2,54757.9872
449.0,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,16.0,512GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.25,137941.92
450.0,Hp,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.91,31381.92
451.0,Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16.0,256GB SSD,Nvidia Quadro M620,Windows 10,2.17,105228.0
452.0,Hp,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,2.31,81731.52
453.0,Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.65,71661.6
454.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.36,52161.12
455.0,Dell,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N3710 1.6GHz,4.0,500GB HDD,Intel HD Graphics 405,Windows 10,1.47,25521.12
456.0,Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.7GHz,8.0,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.42,109010.88
457.0,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core M m3-7Y30 2.2GHz,4.0,128GB SSD,Intel HD Graphics 615,Windows 10 S,1.252,52693.92
458.0,Microsoft,Ultrabook,33.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,8.0,256GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.25,95850.72
459.0,Hp,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,2.5,34093.872
460.0,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.23,28984.32
461.0,Acer,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,128GB SSD,Intel HD Graphics 400,Windows 10,1.4,23176.8
462.0,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.37,39906.72
463.0,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,AMD Radeon R7 M460,No OS,1.5,42570.72
464.0,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8.0,256GB SSD,Nvidia Quadro M2200M,Windows 10,2.67,111355.2
465.0,Asus,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4.0,500GB HDD,Intel HD Graphics 500,Windows 10,2.0,16197.12
466.0,Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,500GB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.2,24988.32
467.0,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,2TB HDD,AMD Radeon 530,Windows 10,2.02,40439.52
468.0,Hp,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12.0,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.78,90522.72
